stimulation_uid,tank_name,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency,train_frequency,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_a,stimulation_pulse_width_b,stimulation_gap,stimulation_synchronicity,stimulation_type,stimulation_channel_order
1540039532.476000,CustomStimActiveX_DT1_101718,RA16Z_CH,HPC,1540039530.976000,evoked_potential_Ch-all_4V_C,ARN067,Block-22,2.441406e+04,2.433720,3.000000,0.000000,660.000000,2.000000,2.000000,0.000205,0.000205,0.000000,0.000000,asynchronous,1|3|5|7|10|12|14|16
