stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1590696593.992000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,1.212000,,17.942898,0.500000,24.797309,24.797309,0.000000,0.000000,0.001834,0.001834,1.000000,standard,10
1590696600.538000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,5.739000,,38.364984,0.500000,6.044173,6.044173,0.000000,0.000000,0.004173,0.004173,1.000000,standard,10
1590696606.644000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,13.919000,,28.008935,0.500000,20.076691,20.076691,0.000000,0.000000,0.002576,0.002576,1.000000,standard,10
1590696611.657000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,18.948000,,24.000271,0.500000,17.909047,17.909047,0.000000,0.000000,0.004258,0.004258,1.000000,standard,10
1590696615.879000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,23.160000,,36.166754,0.500000,16.514539,16.514539,0.000000,0.000000,0.002999,0.002999,1.000000,standard,10
1590696619.675000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,26.989000,,18.878390,0.500000,7.304135,7.304135,0.000000,0.000000,0.004316,0.004316,1.000000,standard,10
1590696623.315000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,30.634000,,22.789750,0.500000,17.965749,17.965749,0.000000,0.000000,0.001266,0.001266,1.000000,standard,10
1590696626.766000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,34.089000,,19.242895,0.500000,17.770915,17.770915,0.000000,0.000000,0.004063,0.004063,1.000000,standard,10
1590696630.151000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,37.458000,,39.975434,0.500000,14.083716,14.083716,0.000000,0.000000,0.001876,0.001876,1.000000,standard,10
1590696633.401000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,40.716000,,27.166003,0.500000,5.203252,5.203252,0.000000,0.000000,0.003406,0.003406,1.000000,standard,10
1590696637.159000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,44.459000,,41.554481,0.500000,20.281418,20.281418,0.000000,0.000000,0.001501,0.001501,1.000000,standard,10
1590696640.608000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,47.942000,,32.792821,0.500000,22.370304,22.370304,0.000000,0.000000,0.002678,0.002678,1.000000,standard,10
1590696643.958000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,51.275000,,28.220527,0.500000,15.105849,15.105849,0.000000,0.000000,0.003877,0.003877,1.000000,standard,10
1590696648.575000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,55.837000,,24.763286,0.500000,23.479127,23.479127,0.000000,0.000000,0.002467,0.002467,1.000000,standard,10
1590696654.187000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,61.473000,,34.009030,0.500000,11.719322,11.719322,0.000000,0.000000,0.002947,0.002947,1.000000,standard,10
1590696659.508000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,66.785000,,41.404928,0.500000,18.129759,18.129759,0.000000,0.000000,0.004919,0.004919,1.000000,standard,10
1590696663.661000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,70.972000,,5.103246,0.500000,7.482876,7.482876,0.000000,0.000000,0.001612,0.001612,1.000000,standard,10
1590696667.488000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,74.802000,,35.486923,0.500000,21.067702,21.067702,0.000000,0.000000,0.004409,0.004409,1.000000,standard,10
1590696671.309000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,78.632000,,40.705196,0.500000,24.030724,24.030724,0.000000,0.000000,0.004061,0.004061,1.000000,standard,10
1590696674.925000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,82.246000,,11.171030,0.500000,6.379557,6.379557,0.000000,0.000000,0.004790,0.004790,1.000000,standard,10
1590696678.410000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,85.720000,,38.121319,0.500000,11.236418,11.236418,0.000000,0.000000,0.004339,0.004339,1.000000,standard,10
1590696682.021000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,89.337000,,19.107693,0.500000,13.377689,13.377689,0.000000,0.000000,0.004547,0.004547,1.000000,standard,10
1590696685.626000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,92.948000,,27.604065,0.500000,5.152711,5.152711,0.000000,0.000000,0.002632,0.002632,1.000000,standard,10
1590696689.408000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,96.744000,,34.859510,0.500000,20.253221,20.253221,0.000000,0.000000,0.003532,0.003532,1.000000,standard,10
1590696693.042000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,100.369000,,28.316784,0.500000,23.085650,23.085650,0.000000,0.000000,0.004932,0.004932,1.000000,standard,10
1590696696.721000,ZC16-OB1-16CH,R_HPC,1590696593.115000,gamma_max,EPI45,,,104.043000,,34.365645,0.500000,14.592285,14.592285,0.000000,0.000000,0.001371,0.001371,1.000000,standard,10
