stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency,train_frequency,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_a,stimulation_pulse_width_b,stimulation_gap,stimulation_synchronicity,stimulation_type,stimulation_channel_order
,ZC16-OB1,HPC,1492085662.874000,Calib,Ferrule,Block-8,2.441406e+04,0.679731,1.000000,0.000000,30.000000,2.200000,2.200000,499.500000,499.500000,0.000000,0.000000,,1|3|5|7|10|12|14|16
