stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1591116901.313000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,1.096000,,22.958899,0.500000,24.143339,24.143339,0.000000,0.000000,0.004201,0.004201,1.000000,standard,10
1591116906.755000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,6.135000,,29.252682,0.500000,12.844540,12.844540,0.000000,0.000000,0.001685,0.001685,1.000000,standard,10
1591116908.967000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,8.762000,,8.593876,0.500000,5.923428,5.923428,0.000000,0.000000,0.004294,0.004294,1.000000,standard,10
1591116911.385000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,11.161000,,15.212928,0.500000,20.093734,20.093734,0.000000,0.000000,0.003719,0.003719,1.000000,standard,10
1591116913.705000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,13.503000,,40.493783,0.500000,22.818065,22.818065,0.000000,0.000000,0.003189,0.003189,1.000000,standard,10
1591116916.194000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,15.982000,,18.011402,0.500000,14.465777,14.465777,0.000000,0.000000,0.004323,0.004323,1.000000,standard,10
1591116918.733000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,18.499000,,26.046475,0.500000,7.598124,7.598124,0.000000,0.000000,0.002878,0.002878,1.000000,standard,10
1591116922.253000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,22.008000,,29.200927,0.500000,10.259426,10.259426,0.000000,0.000000,0.003757,0.003757,1.000000,standard,10
1591116925.540000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,25.310000,,7.892495,0.500000,24.922694,24.922694,0.000000,0.000000,0.002771,0.002771,1.000000,standard,10
1591116928.704000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,28.482000,,14.760708,0.500000,8.636941,8.636941,0.000000,0.000000,0.001582,0.001582,1.000000,standard,10
1591116931.731000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,31.479000,,13.876898,0.500000,6.519334,6.519334,0.000000,0.000000,0.001493,0.001493,1.000000,standard,10
1591116934.624000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,34.396000,,9.114502,0.500000,12.384936,12.384936,0.000000,0.000000,0.004121,0.004121,1.000000,standard,10
1591116937.508000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,37.291000,,5.569927,0.500000,21.423881,21.423881,0.000000,0.000000,0.001172,0.001172,1.000000,standard,10
1591116940.392000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,40.179000,,28.147887,0.500000,12.369692,12.369692,0.000000,0.000000,0.004121,0.004121,1.000000,standard,10
1591116943.712000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,43.438000,,19.008547,0.500000,17.886363,17.886363,0.000000,0.000000,0.004246,0.004246,1.000000,standard,10
1591116948.382000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,48.117000,,26.720654,0.500000,17.449502,17.449502,0.000000,0.000000,0.001831,0.001831,1.000000,standard,10
1591116954.281000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,54.054000,,21.120851,0.500000,9.553286,9.553286,0.000000,0.000000,0.002244,0.002244,1.000000,standard,10
1591116957.105000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,56.897000,,27.305194,0.500000,10.244235,10.244235,0.000000,0.000000,0.003845,0.003845,1.000000,standard,10
1591116960.003000,ZC16-OB1-16CH,R_HPC,1591116900.639000,gamma_max,EPI45,,彞,59.773000,,13.779492,0.500000,16.570501,16.570501,0.000000,0.000000,0.002835,0.002835,1.000000,standard,10
