stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1591891474.240000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,2.328000,,25.234616,3.000000,10.569964,10.569964,0.000000,0.000000,0.004830,0.004830,1.000000,standard,10
1591891492.227000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,15.623000,,19.117663,3.000000,13.774887,13.774887,0.000000,0.000000,0.004062,0.004062,1.000000,standard,10
1591891497.748000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,26.401000,,21.486689,3.000000,14.795288,14.795288,0.000000,0.000000,0.003585,0.003585,1.000000,standard,10
1591891510.347000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,34.033000,,26.009401,3.000000,12.608917,12.608917,0.000000,0.000000,0.001303,0.001303,1.000000,standard,10
1591891515.884000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,44.485000,,39.558395,3.000000,20.583345,20.583345,0.000000,0.000000,0.001520,0.001520,1.000000,standard,10
1591891522.941000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,51.684000,,14.760708,3.000000,8.636941,8.636941,0.000000,0.000000,0.001582,0.001582,1.000000,standard,10
1591891530.701000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,59.401000,,35.384179,3.000000,12.063171,12.063171,0.000000,0.000000,0.001062,0.001062,1.000000,standard,10
1591891539.318000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,68.016000,,36.239425,3.000000,9.609763,9.609763,0.000000,0.000000,0.001779,0.001779,1.000000,standard,10
1591891549.124000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,77.714000,,30.128015,3.000000,17.481202,17.481202,0.000000,0.000000,0.002582,0.002582,1.000000,standard,10
1591891564.814000,ZC16-OB1-16CH,R_HPC,1591891472.364000,gamma_max,EPI45,,彞,93.387000,,29.189022,3.000000,7.135237,7.135237,0.000000,0.000000,0.002977,0.002977,1.000000,standard,10
