stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1591561623.259000,ZC16-OB1-16CH,R_HPC,1591561621.608000,gamma_max,EPI45,,彞,2.041000,,36.242510,2.000000,18.356655,18.356655,0.000000,0.000000,0.002378,0.002378,1.000000,standard,10
1591561629.679000,ZC16-OB1-16CH,R_HPC,1591561621.608000,gamma_max,EPI45,,彞,8.491000,,8.471341,2.000000,18.925327,18.925327,0.000000,0.000000,0.003102,0.003102,1.000000,standard,10
1591561635.772000,ZC16-OB1-16CH,R_HPC,1591561621.608000,gamma_max,EPI45,,彞,14.585000,,36.271593,2.000000,16.493224,16.493224,0.000000,0.000000,0.003955,0.003955,1.000000,standard,10
