stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency,train_frequency,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_a,stimulation_pulse_width_b,stimulation_gap,stimulation_synchronicity,stimulation_type,stimulation_channel_order
1475603594.028000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,2.006303,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603597.054000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,5.029806,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603601.032000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,9.004483,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603604.527000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,12.519219,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603608.037000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,16.012288,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603611.547000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,19.507651,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603615.041000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,22.991053,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603618.551000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,26.497229,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603622.061000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,30.010491,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603625.543000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,33.488241,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603629.053000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,37.017354,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603632.548000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,40.498012,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603635.059000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,43.033068,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603639.037000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,47.009423,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603642.532000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,50.514002,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603646.026000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,54.006989,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1475603649.536000,ZC16-OB1,HPC,1475603592.749000,synchronousDEBUG,048,TempBlk,2.441406e+04,57.513165,7.000000,0.000000,1.000000,0.500000,0.500000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
