stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1593940779.967000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,1.061000,,18.150065,2.000000,24.986590,24.986590,0.000000,0.000000,0.001188,0.001188,1.000000,standard,10
1593940787.527000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,8.543000,,33.041714,2.000000,19.849395,19.849395,0.000000,0.000000,0.002557,0.002557,1.000000,standard,10
1593940791.534000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,12.497000,,25.700664,2.000000,24.704733,24.704733,0.000000,0.000000,0.004734,0.004734,1.000000,standard,10
1593940795.515000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,16.617000,,9.215434,2.000000,20.665319,20.665319,0.000000,0.000000,0.004914,0.004914,1.000000,standard,10
1593940799.733000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,20.823000,,11.656851,2.000000,10.886053,10.886053,0.000000,0.000000,0.004705,0.004705,1.000000,standard,10
1593940804.164000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,25.227000,,22.229509,2.000000,13.924312,13.924312,0.000000,0.000000,0.002116,0.002116,1.000000,standard,10
1593940808.652000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,29.732000,,36.328305,2.000000,11.799724,11.799724,0.000000,0.000000,0.001984,0.001984,1.000000,standard,10
1593940813.032000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,34.112000,,40.325930,2.000000,15.663265,15.663265,0.000000,0.000000,0.002071,0.002071,1.000000,standard,10
1593940817.411000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,38.480000,,35.847971,2.000000,7.619482,7.619482,0.000000,0.000000,0.004202,0.004202,1.000000,standard,10
1593940823.108000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,44.185000,,9.792235,2.000000,8.530373,8.530373,0.000000,0.000000,0.004520,0.004520,1.000000,standard,10
1593940830.392000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,49.632000,,42.000000,2.000000,17.121212,17.121212,0.000000,0.000000,0.002091,0.002091,1.000000,standard,10
1593940836.116000,ZC16-OB1-16CH,R_HPC,1593940779.338000,gamma_max,EPI45,,彞,55.193000,,42.000000,2.000000,13.686869,13.686869,0.000000,0.000000,0.002535,0.002535,1.000000,standard,10
