stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1593940057.244000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,1.157000,,17.240673,2.000000,18.256161,18.256161,0.000000,0.000000,0.004594,0.004594,1.000000,standard,10
1593940061.398000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,5.317000,,21.874134,2.000000,11.147338,11.147338,0.000000,0.000000,0.001407,0.001407,1.000000,standard,10
1593940065.070000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,8.969000,,34.561530,2.000000,22.809514,22.809514,0.000000,0.000000,0.003937,0.003937,1.000000,standard,10
1593940068.681000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,12.684000,,8.385453,2.000000,15.617445,15.617445,0.000000,0.000000,0.002621,0.002621,1.000000,standard,10
1593940072.518000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,16.520000,,10.255008,2.000000,6.971882,6.971882,0.000000,0.000000,0.001673,0.001673,1.000000,standard,10
1593940076.485000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,20.503000,,20.700387,2.000000,19.850907,19.850907,0.000000,0.000000,0.002717,0.002717,1.000000,standard,10
1593940080.629000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,24.625000,,26.363585,2.000000,20.893158,20.893158,0.000000,0.000000,0.002760,0.002760,1.000000,standard,10
1593940084.811000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,28.818000,,8.237513,2.000000,12.471276,12.471276,0.000000,0.000000,0.003560,0.003560,1.000000,standard,10
1593940089.028000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,33.024000,,41.420928,2.000000,13.212582,13.212582,0.000000,0.000000,0.004782,0.004782,1.000000,standard,10
1593940093.200000,ZC16-OB1-16CH,R_HPC,1593940056.507000,gamma_max,EPI45,,彞,37.207000,,8.991889,2.000000,23.689565,23.689565,0.000000,0.000000,0.001729,0.001729,1.000000,standard,10
