stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency,train_frequency,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_a,stimulation_pulse_width_b,stimulation_gap,stimulation_synchronicity,stimulation_type,stimulation_channel_order
1479482963.263000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,2.099200,207.847379,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482967.225000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,6.097961,226.093161,0.000000,1.000000,0.020090,0.020090,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482971.297000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,10.176389,285.899002,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482975.213000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,14.097981,128.298986,0.000000,1.000000,1.349539,1.349539,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482979.225000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,18.061804,240.828431,0.000000,1.000000,0.974682,0.974682,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482983.218000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,22.074737,207.048633,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482987.181000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,26.017382,122.098520,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482991.143000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,30.018396,19.130245,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482995.184000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,34.074092,142.745739,0.000000,1.000000,0.885973,0.885973,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479482999.208000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,38.076416,228.599399,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483003.268000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,42.152428,299.542140,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483007.183000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,46.051410,143.488898,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483011.208000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,50.072084,231.209208,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483015.295000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,54.174147,299.837003,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483019.142000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,57.996780,37.287991,0.000000,1.000000,1.727491,1.727491,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483023.213000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,62.049772,190.967610,0.000000,1.000000,1.844987,1.844987,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483027.207000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,66.084209,202.792743,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483031.169000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,70.017024,136.962435,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483035.257000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,74.129695,262.090332,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483039.157000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,78.002586,70.206267,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483052.697000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,91.544003,246.016682,0.000000,1.000000,1.001106,1.001106,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479483063.112000,RA16Z_CH,R_HPC,1479482961.765000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,101.954642,241.143074,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
