2.099200, 1479482965.821000, 5.274839e-02
6.097961, 1479482969.659000, 2.180744e-02
10.176389, 1479482973.699000, 2.334982e-02
14.097981, 1479482977.649000, -2.943296e-02
18.061804, 1479482981.752000, 9.859966e-03
22.074737, 1479482985.683000, -3.114942e-02
26.017382, 1479482989.677000, -4.421163e-02
30.018396, 1479482993.717000, 8.680170e-04
34.074092, 1479482997.695000, -2.393760e-02
38.076416, 1479483001.673000, -4.044697e-02
42.152428, 1479483005.701000, -9.616147e-02
46.051410, 1479483009.710000, -2.240857e-02
50.072084, 1479483013.673000, -3.238756e-03
54.174147, 1479483017.729000, -1.090334e-01
57.996780, 1479483021.669000, -1.443929e-02
62.049772, 1479483025.709000, -2.098274e-02
66.084209, 1479483029.703000, -2.274319e-02
70.017024, 1479483033.665000, -4.622640e-02
74.129695, 1479483037.690000, -1.561797e-01
78.002586, 1479483041.715000, -6.323038e-03
91.544003, 1479483055.193000, -7.893261e-03
101.954642, 1479483065.671000, -1.209976e-04
113.570038, 1479483077.215000, 2.680809e-02
123.970028, 1479483087.682000, 5.040597e-02
132.144210, 1479483095.701000, 3.305275e-02
139.696333, 1479483103.173000, -3.934254e-02
148.027638, 1479483111.684000, -8.604441e-03
155.876680, 1479483119.687000, -1.424378e-02
165.925929, 1479483129.718000, -2.594221e-02
174.293197, 1479483138.266000, 3.442702e-02
182.829834, 1479483146.690000, -2.778370e-02
191.381053, 1479483155.194000, 2.014686e-02
199.679754, 1479483163.213000, -3.245681e-03
207.401124, 1479483171.184000, 4.022202e-02
216.963400, 1479483180.685000, 1.371472e-02
227.336233, 1479483191.235000, 3.660685e-02
237.443727, 1479483201.172000, 2.030278e-04
245.777162, 1479483209.721000, -3.463348e-02
254.017085, 1479483217.692000, -1.741640e-02
262.643958, 1479483226.210000, 3.642622e-02
270.748508, 1479483234.683000, -2.543507e-02
278.970245, 1479483242.732000, -1.286367e-01
287.845376, 1479483251.702000, -1.416494e-02
296.855757, 1479483260.688000, 5.594329e-03
305.264353, 1479483269.190000, -1.307160e-01
313.873162, 1479483277.693000, -3.668760e-02
323.492864, 1479483287.225000, -3.239536e-02
332.884419, 1479483296.694000, -6.497490e-02
342.283837, 1479483306.241000, 3.573838e-03
352.851763, 1479483316.693000, 9.088300e-03
363.015905, 1479483326.685000, -9.310319e-02
372.380467, 1479483336.155000, -8.339265e-02
382.227538, 1479483346.185000, -5.910252e-02
392.084521, 1479483355.670000, -6.012519e-02
402.191606, 1479483365.710000, -7.461629e-02
411.437220, 1479483375.195000, -8.491916e-02
421.329674, 1479483385.211000, -1.284174e-03
431.789466, 1479483395.678000, -4.775481e-02
441.388032, 1479483405.196000, -1.544618e-02
451.014246, 1479483414.680000, -8.817769e-03
460.643123, 1479483424.243000, 9.419317e-03
470.099149, 1479483433.681000, 2.689712e-02
479.465103, 1479483443.166000, -2.832521e-02
488.993300, 1479483452.675000, -6.700298e-02
498.315960, 1479483462.191000, -1.481428e-01
508.678472, 1479483472.238000, -5.258856e-02
518.174966, 1479483481.691000, 7.877209e-02
527.690875, 1479483491.177000, 1.898249e-02
537.156854, 1479483500.678000, 2.621009e-02
546.987909, 1479483510.709000, -3.475603e-02
556.885484, 1479483520.786000, 6.890080e-03
566.559908, 1479483530.287000, -1.008204e-01
576.077578, 1479483539.688000, -1.014265e-01
585.863332, 1479483549.703000, -3.235396e-02
595.765617, 1479483559.750000, 4.514517e-02
605.810647, 1479483569.703000, -1.787851e-02
615.718257, 1479483579.165000, -9.489455e-02
625.951252, 1479483589.726000, -1.699995e-02
636.271575, 1479483600.210000, 2.157530e-02
647.241646, 1479483611.208000, 4.139692e-02
657.525596, 1479483621.193000, -2.752798e-02
667.681833, 1479483631.208000, -1.284771e-02
677.989048, 1479483641.738000, 2.401326e-02
688.229007, 1479483652.174000, -2.465527e-02
698.811310, 1479483662.698000, -9.585214e-03
709.716582, 1479483673.774000, -1.216986e-02
720.643686, 1479483684.195000, 7.872934e-03
731.361894, 1479483695.177000, 5.654117e-02
742.556877, 1479483706.207000, -2.823431e-03
753.494098, 1479483717.174000, -2.117974e-02
764.452741, 1479483728.188000, 2.243978e-03
775.376527, 1479483739.248000, 2.952794e-02
786.381414, 1479483750.216000, 5.827300e-02
797.529129, 1479483761.198000, 1.519969e-02
808.565678, 1479483772.196000, -1.535662e-03
819.559588, 1479483783.257000, 7.017154e-03
830.800241, 1479483794.716000, 4.005205e-02
842.528440, 1479483806.213000, 4.921261e-03
853.853061, 1479483817.742000, 6.544418e-02
866.442445, 1479483830.191000, -6.658542e-02
877.784719, 1479483841.673000, 3.544466e-02
886.888284, 1479483850.690000, 3.163337e-02
896.472842, 1479483860.222000, -1.010463e-01
906.057277, 1479483869.675000, -3.421750e-02
914.911887, 1479483878.686000, -5.038215e-02
924.370780, 1479483888.170000, 2.392977e-02
933.366538, 1479483897.203000, 9.860088e-02
942.967398, 1479483906.703000, 8.170437e-02
952.139448, 1479483915.704000, 8.338859e-02
962.070036, 1479483925.689000, 1.439732e-02
973.795082, 1479483937.764000, 1.313276e-02
983.391314, 1479483947.169000, -3.900781e-01
993.751818, 1479483957.699000, -3.943466e-03
1003.584758, 1479483967.178000, 2.356213e-03
1013.669151, 1479483977.194000, -2.734932e-02
1022.502011, 1479483986.195000, -2.278978e-02
1033.277194, 1479483997.208000, 6.806390e-02
1043.227566, 1479484007.224000, 2.183338e-02
1053.133824, 1479484016.726000, -7.765469e-02
1062.845481, 1479484026.710000, -6.574258e-03
1073.437696, 1479484037.193000, -1.545031e-02
