stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1590696301.855000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,2.167000,,19.647226,5.000000,12.118442,12.118442,0.000000,0.000000,0.004542,0.004542,1.000000,standard,10
1590696324.076000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,22.709000,,22.821308,5.000000,23.257509,23.257509,0.000000,0.000000,0.004407,0.004407,1.000000,standard,10
1590696335.057000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,34.933000,,21.760949,5.000000,21.492936,21.492936,0.000000,0.000000,0.002522,0.002522,1.000000,standard,10
1590696346.261000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,46.579000,,30.440432,5.000000,11.190500,11.190500,0.000000,0.000000,0.004947,0.004947,1.000000,standard,10
1590696358.150000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,58.483000,,18.367991,5.000000,8.168122,8.168122,0.000000,0.000000,0.003967,0.003967,1.000000,standard,10
1590696369.019000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,69.388000,,19.083765,5.000000,17.913173,17.913173,0.000000,0.000000,0.001415,0.001415,1.000000,standard,10
1590696380.005000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,80.354000,,30.979114,5.000000,17.050745,17.050745,0.000000,0.000000,0.003975,0.003975,1.000000,standard,10
1590696391.973000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,92.329000,,18.482851,5.000000,11.926190,11.926190,0.000000,0.000000,0.001686,0.001686,1.000000,standard,10
1590696403.242000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,103.524000,,38.639917,5.000000,17.009112,17.009112,0.000000,0.000000,0.003283,0.003283,1.000000,standard,10
1590696417.599000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,117.118000,,6.830335,5.000000,19.931029,19.931029,0.000000,0.000000,0.001285,0.001285,1.000000,standard,10
1590696433.248000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,130.501000,,40.505051,5.000000,17.121212,17.121212,0.000000,0.000000,0.003141,0.003141,1.000000,standard,10
1590696447.130000,ZC16-OB1-16CH,R_HPC,1590696299.998000,gamma_max,EPI45,,,143.775000,,42.000000,5.000000,17.121212,17.121212,0.000000,0.000000,0.002939,0.002939,1.000000,standard,10
