stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1590696014.571000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,5.621000,,7.487238,5.000000,21.102248,21.102248,0.000000,0.000000,0.004803,0.004803,1.000000,standard,10
1590696036.002000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,24.900000,,18.150065,5.000000,24.986590,24.986590,0.000000,0.000000,0.001188,0.001188,1.000000,standard,10
1590696046.408000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,36.893000,,8.178400,5.000000,24.269369,24.269369,0.000000,0.000000,0.003002,0.003002,1.000000,standard,10
1590696057.424000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,48.441000,,8.997703,5.000000,13.154603,13.154603,0.000000,0.000000,0.002840,0.002840,1.000000,standard,10
1590696069.494000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,60.340000,,23.227628,5.000000,23.517161,23.517161,0.000000,0.000000,0.003620,0.003620,1.000000,standard,10
1590696081.612000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,72.649000,,15.271612,5.000000,14.964559,14.964559,0.000000,0.000000,0.003610,0.003610,1.000000,standard,10
1590696093.801000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,84.842000,,6.124394,5.000000,14.234757,14.234757,0.000000,0.000000,0.004013,0.004013,1.000000,standard,10
1590696105.085000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,96.095000,,22.260944,5.000000,22.216547,22.216547,0.000000,0.000000,0.002992,0.002992,1.000000,standard,10
1590696117.916000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,108.815000,,38.297614,5.000000,22.983129,22.983129,0.000000,0.000000,0.003096,0.003096,1.000000,standard,10
1590696132.035000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,122.289000,,25.143455,5.000000,9.074309,9.074309,0.000000,0.000000,0.004500,0.004500,1.000000,standard,10
1590696147.282000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,134.430000,,39.757576,5.000000,22.979798,22.979798,0.000000,0.000000,0.003101,0.003101,1.000000,standard,10
1590696161.067000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,147.816000,,42.000000,5.000000,23.383838,23.383838,0.000000,0.000000,0.003020,0.003020,1.000000,standard,10
1590696172.655000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,160.226000,,42.000000,5.000000,25.000000,25.000000,0.000000,0.000000,0.002899,0.002899,1.000000,standard,10
1590696185.134000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,172.784000,,42.000000,5.000000,25.000000,25.000000,0.000000,0.000000,0.002616,0.002616,1.000000,standard,10
1590696201.077000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,187.335000,,42.000000,5.000000,23.181818,23.181818,0.000000,0.000000,0.002455,0.002455,1.000000,standard,10
1590696213.564000,ZC16-OB1-16CH,R_HPC,1590696009.354000,gamma_max,EPI45,,,200.771000,,42.000000,5.000000,25.000000,25.000000,0.000000,0.000000,0.002293,0.002293,1.000000,standard,10
