stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency,train_frequency,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_a,stimulation_pulse_width_b,stimulation_gap,stimulation_synchronicity,stimulation_type,stimulation_channel_order
,ZC16-OB1,HPC,1487943549.677000,training,EPI007,Block-10,2.441406e+04,21.423923,35.000000,0.000000,20.000000,2.000000,2.000000,5.000000,5.000000,0.000000,0.000000,,1|3|5|7|10|12|14|16
,ZC16-OB1,HPC,1487943549.677000,training,EPI007,Block-10,2.441406e+04,81.890632,35.000000,0.000000,20.000000,2.000000,2.000000,5.000000,5.000000,0.000000,0.000000,,1|3|5|7|10|12|14|16
