stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1593940922.551000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,1.110000,,32.428248,2.000000,13.668454,13.668454,0.000000,0.000000,0.001282,0.001282,1.000000,standard,10
1593940926.918000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,5.559000,,14.646912,2.000000,6.749376,6.749376,0.000000,0.000000,0.001091,0.001091,1.000000,standard,10
1593940930.889000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,9.523000,,38.167162,2.000000,17.895881,17.895881,0.000000,0.000000,0.002929,0.002929,1.000000,standard,10
1593940934.882000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,13.527000,,34.215957,2.000000,17.027975,17.027975,0.000000,0.000000,0.004197,0.004197,1.000000,standard,10
1593940939.043000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,17.701000,,21.393445,2.000000,18.326530,18.326530,0.000000,0.000000,0.002733,0.002733,1.000000,standard,10
1593940943.283000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,21.940000,,10.797672,2.000000,5.297077,5.297077,0.000000,0.000000,0.002886,0.002886,1.000000,standard,10
1593940947.650000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,26.313000,,19.036684,2.000000,10.575691,10.575691,0.000000,0.000000,0.004459,0.004459,1.000000,standard,10
1593940952.084000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,30.747000,,22.298130,2.000000,22.508272,22.508272,0.000000,0.000000,0.001565,0.001565,1.000000,standard,10
1593940956.450000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,35.128000,,5.505256,2.000000,19.414469,19.414469,0.000000,0.000000,0.002496,0.002496,1.000000,standard,10
1593940961.934000,ZC16-OB1-16CH,R_HPC,1593940921.823000,gamma_max,EPI45,,彞,40.600000,,28.272005,2.000000,21.271824,21.271824,0.000000,0.000000,0.001009,0.001009,1.000000,standard,10
