stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency,train_frequency,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_a,stimulation_pulse_width_b,stimulation_gap,stimulation_synchronicity,stimulation_type,stimulation_channel_order
1479481889.655000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,2.192138,58.319302,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481893.602000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,6.148751,234.947321,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481897.611000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,10.135962,233.610953,0.000000,1.000000,2.323465,2.323465,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481901.573000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,14.120223,136.247990,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481905.551000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,18.064671,155.188383,0.000000,1.000000,1.271272,1.271272,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481909.592000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,22.104351,194.718167,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481913.554000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,26.089554,161.716374,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481917.596000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,30.123622,263.279072,0.000000,1.000000,2.347504,2.347504,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481921.589000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,34.107310,177.765233,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481925.552000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,38.085878,143.393311,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481929.577000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,42.085499,61.650230,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481933.555000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,46.098309,71.388632,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481937.642000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,50.152980,277.320374,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481941.667000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,54.207570,271.844767,0.000000,1.000000,0.462041,0.462041,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481945.489000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,58.036101,36.891290,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481949.576000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,62.081270,180.089238,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481953.570000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,66.094694,214.519871,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481957.565000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,70.123684,91.816058,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481961.590000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,74.094920,154.326052,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
1479481965.599000,RA16Z_CH,R_HPC,1479481888.095000,bayesian_optimization_sfa_maximize_delta_power_CA1DEBUG,048,TempBlk,2.441406e+04,78.106665,241.100328,0.000000,1.000000,0.000000,0.000000,0.000041,0.000041,0.000000,1.000000,synchronous,1|3|5|7|10|12|14|16
