stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1593948009.555000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,1.236000,,9.302639,0.900000,14.530155,14.530155,0.000000,0.000000,0.004503,0.004503,1.000000,standard,10
1593948013.666000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,5.443000,,26.544908,0.900000,14.177817,14.177817,0.000000,0.000000,0.002356,0.002356,1.000000,standard,10
1593948016.137000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,7.895000,,22.858902,0.900000,6.625056,6.625056,0.000000,0.000000,0.001513,0.001513,1.000000,standard,10
1593948018.718000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,10.482000,,11.344800,0.900000,12.288027,12.288027,0.000000,0.000000,0.004181,0.004181,1.000000,standard,10
1593948021.374000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,13.133000,,11.284052,0.900000,22.275311,22.275311,0.000000,0.000000,0.001715,0.001715,1.000000,standard,10
1593948024.194000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,15.957000,,12.355865,0.900000,15.702345,15.702345,0.000000,0.000000,0.003493,0.003493,1.000000,standard,10
1593948027.185000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,18.894000,,40.759464,0.900000,11.599506,11.599506,0.000000,0.000000,0.004225,0.004225,1.000000,standard,10
1593948030.058000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,21.770000,,38.823001,0.900000,15.572215,15.572215,0.000000,0.000000,0.004896,0.004896,1.000000,standard,10
1593948032.968000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,24.710000,,25.249605,0.900000,20.083052,20.083052,0.000000,0.000000,0.003214,0.003214,1.000000,standard,10
1593948036.064000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,27.795000,,20.921133,0.900000,14.292555,14.292555,0.000000,0.000000,0.004096,0.004096,1.000000,standard,10
1593948040.287000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,32.071000,,8.059638,0.900000,22.464387,22.464387,0.000000,0.000000,0.002862,0.002862,1.000000,standard,10
1593948046.244000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,36.177000,,40.505051,0.900000,15.505051,15.505051,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948051.556000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,41.428000,,40.131313,0.900000,15.303030,15.303030,0.000000,0.000000,0.004232,0.004232,1.000000,standard,10
1593948056.887000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,46.745000,,37.888889,0.900000,12.070707,12.070707,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948062.396000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,52.198000,,37.888889,0.900000,10.656566,10.656566,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948068.511000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,57.750000,,40.131313,0.900000,9.242424,9.242424,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948081.298000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,68.920000,,33.030303,0.900000,10.050505,10.050505,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948089.222000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,78.056000,,32.656566,0.900000,7.828283,7.828283,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948096.211000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,85.200000,,33.404040,0.900000,11.666667,11.666667,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948102.912000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,92.106000,,42.000000,0.900000,10.656566,10.656566,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948109.235000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,98.566000,,42.000000,0.900000,5.000000,5.000000,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948117.022000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,104.736000,,42.000000,0.900000,25.000000,25.000000,0.000000,0.000000,0.005000,0.005000,1.000000,standard,10
1593948125.811000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,114.295000,,34.151515,0.900000,9.444444,9.444444,0.000000,0.000000,0.004434,0.004434,1.000000,standard,10
1593948133.021000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,121.925000,,42.000000,0.900000,25.000000,25.000000,0.000000,0.000000,0.001000,0.001000,1.000000,standard,10
1593948139.906000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,128.991000,,42.000000,0.900000,22.575758,22.575758,0.000000,0.000000,0.001000,0.001000,1.000000,standard,10
1593948146.323000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,135.539000,,42.000000,0.900000,21.161616,21.161616,0.000000,0.000000,0.001000,0.001000,1.000000,standard,10
1593948155.085000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,143.358000,,42.000000,0.900000,19.747475,19.747475,0.000000,0.000000,0.001000,0.001000,1.000000,standard,10
1593948162.880000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,151.434000,,42.000000,0.900000,18.737374,18.737374,0.000000,0.000000,0.001000,0.001000,1.000000,standard,10
1593948170.799000,ZC16-OB1-16CH,R_HPC,1593948008.764000,gamma_max,EPI45,,彞,159.092000,,42.000000,0.900000,17.929293,17.929293,0.000000,0.000000,0.001000,0.001000,1.000000,standard,10
