stimulation_uid,headstage_type,electrode_location,experiment_start_time,experiment_name,animal_id,block_name,sampling_frequency,stimulation_time,pulse_frequency_train,pulse_frequency_pulse,stimulation_duration,stimulation_amplitude_a,stimulation_amplitude_b,stimulation_pulse_width_train_a,stimulation_pulse_width_train_b,stimulation_pulse_width_pulse_a,stimulation_pulse_width_pulse_b,stimulation_train_TorF,stimulation_type,stimulation_channel_order
1597584395.329000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,0.860000,,40.415177,0.300000,24.411856,24.411856,0.000000,0.000000,0.002942,0.002942,1.000000,standard,10
1597584401.593000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,6.837000,,40.501220,0.300000,20.844147,20.844147,0.000000,0.000000,0.003623,0.003623,1.000000,standard,10
1597584402.969000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,8.521000,,30.113201,0.300000,23.679865,23.679865,0.000000,0.000000,0.004031,0.004031,1.000000,standard,10
1597584404.362000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,9.898000,,15.246150,0.300000,5.636657,5.636657,0.000000,0.000000,0.001185,0.001185,1.000000,standard,10
1597584405.720000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,11.265000,,21.233541,0.300000,5.688922,5.688922,0.000000,0.000000,0.002526,0.002526,1.000000,standard,10
1597584407.058000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,12.606000,,32.923407,0.300000,19.187297,19.187297,0.000000,0.000000,0.002104,0.002104,1.000000,standard,10
1597584408.437000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,13.975000,,13.281042,0.300000,16.705355,16.705355,0.000000,0.000000,0.004005,0.004005,1.000000,standard,10
1597584409.828000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,15.367000,,10.523878,0.300000,7.772489,7.772489,0.000000,0.000000,0.002030,0.002030,1.000000,standard,10
1597584411.210000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,16.750000,,14.290103,0.300000,8.931905,8.931905,0.000000,0.000000,0.003464,0.003464,1.000000,standard,10
1597584413.616000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,19.161000,,33.016408,0.300000,10.716780,10.716780,0.000000,0.000000,0.004015,0.004015,1.000000,standard,10
1597584417.524000,ZC16-OB1-16CH,R_HPC,1597584394.887000,gamma_max,EPI45,,彞,21.471000,,42.000000,0.300000,25.000000,25.000000,0.000000,0.000000,0.003061,0.003061,1.000000,standard,10
