0.860000, 1597584400.864000, 1.362755e-01
6.837000, 1597584402.620000, 1.439388e-01
8.521000, 1597584403.995000, 2.642835e-02
9.898000, 1597584405.370000, 1.596777e-06
11.265000, 1597584406.714000, 4.500303e-06
12.606000, 1597584408.074000, 3.307971e-02
13.975000, 1597584409.459000, 8.281378e-05
15.367000, 1597584410.859000, 3.797894e-06
16.750000, 1597584412.254000, 2.179895e-06
19.161000, 1597584414.650000, 1.001841e-02
21.471000, 1597584418.490000, 1.000224e-02
25.239000, 1597584422.358000, 1.003929e-02
29.312000, 1597584428.146000, 1.002447e-02
35.046000, 1597584432.667000, 9.279184e-02
39.500000, 1597584437.427000, 8.441861e-02
44.329000, 1597584441.629000, 1.283269e-01
48.505000, 1597584445.811000, 1.056935e-01
52.816000, 1597584450.524000, 1.483085e-01
57.541000, 1597584455.062000, 1.480701e-01
62.030000, 1597584459.617000, 1.219023e-01
66.600000, 1597584464.128000, 9.348311e-02
71.210000, 1597584468.893000, 8.633852e-02
75.944000, 1597584473.673000, 8.232992e-02
80.723000, 1597584478.507000, 9.950258e-02
85.592000, 1597584486.435000, 1.139755e-01
